algorithm,collection,dataset,algo_training_type,algo_input_dimensionality,dataset_training_type,dataset_input_dimensionality,train_preprocess_time,train_main_time,execute_preprocess_time,execute_main_time,execute_postprocess_time,status,error_message,repetition,hyper_params,hyper_params_id,Rare Event_Anomaly,Anomaly,Rare Event_Anomaly_alarming_precision,Rare Event_Anomaly_EW_precision,Rare Event_Anomaly_EW_recall,Rare Event_Anomaly_EW_F_0.50,Rare Event_Anomaly_AFF_precision,Rare Event_Anomaly_AFF_recall,Rare Event_Anomaly_AFF_F_0.50,Anomaly_alarming_precision,Anomaly_EW_precision,Anomaly_EW_recall,Anomaly_EW_F_0.50,Anomaly_AFF_precision,Anomaly_AFF_recall,Anomaly_AFF_F_0.50,Global_ADTQC_Rare Event_Anomaly_Nb_Before,Global_ADTQC_Rare Event_Anomaly_Nb_After,Global_ADTQC_Rare Event_Anomaly_AfterRate,Global_ADTQC_Rare Event_Anomaly_Total,Global_ADTQC_Anomaly_Nb_Before,Global_ADTQC_Anomaly_Nb_After,Global_ADTQC_Anomaly_AfterRate,Global_ADTQC_Anomaly_Total,PC_Rare Event_Anomaly_channel_precision,PC_Rare Event_Anomaly_channel_recall,PC_Rare Event_Anomaly_channel_F0.50,PC_Rare Event_Anomaly_subsystem_precision,PC_Rare Event_Anomaly_subsystem_recall,PC_Rare Event_Anomaly_subsystem_F0.50,PC_Anomaly_channel_precision,PC_Anomaly_channel_recall,PC_Anomaly_channel_F0.50,PC_Anomaly_subsystem_precision,PC_Anomaly_subsystem_recall,PC_Anomaly_subsystem_F0.50,Rare Event_Anomaly_alarming_precision_channel_41,Rare Event_Anomaly_EW_precision_channel_41,Rare Event_Anomaly_EW_recall_channel_41,Rare Event_Anomaly_EW_F_0.50_channel_41,Rare Event_Anomaly_AFF_precision_channel_41,Rare Event_Anomaly_AFF_recall_channel_41,Rare Event_Anomaly_AFF_F_0.50_channel_41,Rare Event_Anomaly_alarming_precision_channel_42,Rare Event_Anomaly_EW_precision_channel_42,Rare Event_Anomaly_EW_recall_channel_42,Rare Event_Anomaly_EW_F_0.50_channel_42,Rare Event_Anomaly_AFF_precision_channel_42,Rare Event_Anomaly_AFF_recall_channel_42,Rare Event_Anomaly_AFF_F_0.50_channel_42,Rare Event_Anomaly_alarming_precision_channel_43,Rare Event_Anomaly_EW_precision_channel_43,Rare Event_Anomaly_EW_recall_channel_43,Rare Event_Anomaly_EW_F_0.50_channel_43,Rare Event_Anomaly_AFF_precision_channel_43,Rare Event_Anomaly_AFF_recall_channel_43,Rare Event_Anomaly_AFF_F_0.50_channel_43,Rare Event_Anomaly_alarming_precision_channel_44,Rare Event_Anomaly_EW_precision_channel_44,Rare Event_Anomaly_EW_recall_channel_44,Rare Event_Anomaly_EW_F_0.50_channel_44,Rare Event_Anomaly_AFF_precision_channel_44,Rare Event_Anomaly_AFF_recall_channel_44,Rare Event_Anomaly_AFF_F_0.50_channel_44,Rare Event_Anomaly_alarming_precision_channel_45,Rare Event_Anomaly_EW_precision_channel_45,Rare Event_Anomaly_EW_recall_channel_45,Rare Event_Anomaly_EW_F_0.50_channel_45,Rare Event_Anomaly_AFF_precision_channel_45,Rare Event_Anomaly_AFF_recall_channel_45,Rare Event_Anomaly_AFF_F_0.50_channel_45,Rare Event_Anomaly_alarming_precision_channel_46,Rare Event_Anomaly_EW_precision_channel_46,Rare Event_Anomaly_EW_recall_channel_46,Rare Event_Anomaly_EW_F_0.50_channel_46,Rare Event_Anomaly_AFF_precision_channel_46,Rare Event_Anomaly_AFF_recall_channel_46,Rare Event_Anomaly_AFF_F_0.50_channel_46,Anomaly_alarming_precision_channel_41,Anomaly_EW_precision_channel_41,Anomaly_EW_recall_channel_41,Anomaly_EW_F_0.50_channel_41,Anomaly_AFF_precision_channel_41,Anomaly_AFF_recall_channel_41,Anomaly_AFF_F_0.50_channel_41,Anomaly_alarming_precision_channel_42,Anomaly_EW_precision_channel_42,Anomaly_EW_recall_channel_42,Anomaly_EW_F_0.50_channel_42,Anomaly_AFF_precision_channel_42,Anomaly_AFF_recall_channel_42,Anomaly_AFF_F_0.50_channel_42,Anomaly_alarming_precision_channel_43,Anomaly_EW_precision_channel_43,Anomaly_EW_recall_channel_43,Anomaly_EW_F_0.50_channel_43,Anomaly_AFF_precision_channel_43,Anomaly_AFF_recall_channel_43,Anomaly_AFF_F_0.50_channel_43,Anomaly_alarming_precision_channel_44,Anomaly_EW_precision_channel_44,Anomaly_EW_recall_channel_44,Anomaly_EW_F_0.50_channel_44,Anomaly_AFF_precision_channel_44,Anomaly_AFF_recall_channel_44,Anomaly_AFF_F_0.50_channel_44,Anomaly_alarming_precision_channel_45,Anomaly_EW_precision_channel_45,Anomaly_EW_recall_channel_45,Anomaly_EW_F_0.50_channel_45,Anomaly_AFF_precision_channel_45,Anomaly_AFF_recall_channel_45,Anomaly_AFF_F_0.50_channel_45,Anomaly_alarming_precision_channel_46,Anomaly_EW_precision_channel_46,Anomaly_EW_recall_channel_46,Anomaly_EW_F_0.50_channel_46,Anomaly_AFF_precision_channel_46,Anomaly_AFF_recall_channel_46,Anomaly_AFF_F_0.50_channel_46
Telemanom-ESA,ESA-Mission1,3_months,SEMI_SUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,71011.62657761574,,Status.OK,,1,"{""early_stopping_patience"": 20, ""epochs"": 1000, ""input_channels"": [""channel_41"", ""channel_42"", ""channel_43"", ""channel_44"", ""channel_45"", ""channel_46""], ""layers"": [80, 80], ""min_error_value"": 0, ""target_channels"": [""channel_41"", ""channel_42"", ""channel_43"", ""channel_44"", ""channel_45"", ""channel_46""], ""threshold_scores"": 1, ""validation_date_split"": ""2000-03-11""}",08bbe6469b2f9103922bc5c975a70497,,,0.7931034482758621,0.04397513890516589,0.7076923076923077,0.05412806067415916,0.5980553316595013,0.431706851516951,0.5552636700207043,0.8125,0.025347214843071363,0.896551724137931,0.03146164846035448,0.6371532927414854,0.46772485498083494,0.5941111802459531,32.0,14.0,0.30434782608695654,0.43183282223309577,26.0,0.0,0.0,0.1908246526771178,0.7076923076923077,0.541025641025641,0.6394349240503088,0.7076923076923077,0.7076923076923077,0.7076923076923077,0.896551724137931,0.8045977011494252,0.8670869360524532,0.896551724137931,0.896551724137931,0.896551724137931,0.7804878048780488,0.4502464926771187,0.49230769230769234,0.4580737650841032,0.7185508716077287,0.4924363270951063,0.6581130358319678,0.7959183673469388,0.10434966501923315,0.6190476190476191,0.12516257865357375,0.6060826309258426,0.48578296858982334,0.5774810614239658,0.8297872340425532,0.2647178840710838,0.609375,0.29848159461291845,0.7303513726458457,0.5672411170539556,0.6906330484062992,0.8205128205128205,0.36321118672834624,0.5079365079365079,0.3851597439969987,0.6840004677175231,0.4606363426788904,0.6235300960054104,0.8333333333333334,0.06814816300396777,0.546875,0.08261156871460477,0.6579066201832138,0.49959610721378933,0.6186964837168464,0.8292682926829268,0.0989438807559782,0.5483870967741935,0.11834183319223301,0.6183982466823189,0.525858324208601,0.5973732402148262,0.7857142857142857,0.3602894577672435,0.7586206896551724,0.40256461922162845,0.8483333359092872,0.7194058482101072,0.8189788657174257,0.8064516129032258,0.06950665267718581,0.8928571428571429,0.08522468472939973,0.6465073874090049,0.5424217184560306,0.6226126743106121,0.8,0.18141505341934416,0.8571428571428571,0.21537285249172042,0.8343335288258805,0.7390123133166817,0.8133515619164976,0.7931034482758621,0.2907988298806063,0.8214285714285714,0.3339432286161134,0.8123635864440748,0.7446160383559626,0.7978454798683409,0.8064516129032258,0.04965080447431937,0.8928571428571429,0.06121251541530457,0.7583769874830785,0.6461808544780212,0.732925473906546,0.7777777777777778,0.06352717250039651,0.7777777777777778,0.07781992567615374,0.694137793297631,0.6158338034064557,0.6769234707586013
